TeamName,cset,package_name,CB_Score,AvailabilityScore,FuncScore,PerfScore,ExecTimeOverhead,FileSizeOverhead,MemUseOverhead,SecurityScore,ReferenceScore,ConsensusScore,EvaluationScore
Third Place Team - Finalist,KPRCA_00030,53b7aa01_a5fc57647df84b9a1025bf0e5dbeed5fde1311067147c48d46f0ff6d1240f488.ar,0,0,1,0,1.57,0.27,0.62,0,0,1,1
Second Place Team - Finalist,KPRCA_00030,53b7aa01_bc934ae46feee40713529ea6c310fbaa6752bc9337661b80b18c792044ebde34.ar,0.4,0.200186704,0.200186704,1,-0.99,0.03,-0.12,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00030,53b7aa01_2ed50ab5059a2458b86e3f830760f9c4921a5eebf982d82362b8edb1b362d7b8.ar,0,0.762895212,1,0.762895212,0.17,0,0.07,0,0,1,1
Sixth Place Team - Finalist,KPRCA_00030,53b7aa01_9d3878cef28bf38b8ba384ff284e30d2314b3fc7b93f92a939a70ad23f0e5ecb.ar,0,0,0,0.701962994,-1,0.77,0.14,2,1,1,1
First Place Team - Finalist,KPRCA_00030,53b7aa01_f4eff3ef11f40047ce6a53c746ab374f583c9331c2ec591547e342eb2cb02352.ar,0,0,1,0,2.57,0.23,0.38,2,1,1,1
Tenth Place Team,KPRCA_00030,53b7aa01_2cf8e02edbe7f0e26684a0cdbab66804e7406c97e689e4609b94315909f99670.ar,0,0,0,1,-1,0.03,-0.21,0,0,1,1
Seventh Place Team - Finalist,KPRCA_00030,53b7aa01_81127f5e696aaea8eb3f9b5de66b644d424862390f020e4dbf68ab83eef5435a.ar,0,0.131445,0.131445,1,-1,-0.01,-0.23,0,0,1,1
Fourth Place Team - Finalist,KPRCA_00030,53b7aa01_20728ec0fd6450ea47901ca2574aa896a51820f95ccbd7e1f2e4a6d138d5a1b3.ar,0,0,1,0,0.98,0.08,2.31,0,0,1,1
Ninth Place Team,KPRCA_00030,53b7aa01_45ce043ab34c861a6396b28ce19cb1ca347a4323ba358d519bf46151e18e53b6.ar,0.16,0.081915,0.081915,0.451399088,-1,-0.54,0.32,2,1,1,1
Third Place Team - Finalist,KPRCA_00031,230f3201_6259193fe9d772bed83d9b3039f987cc6da1490d637905a268fc5f5bfe7490a8.ar,0,0,1,0,8.21,0.15,0.08,2,1,1,1
Second Place Team - Finalist,KPRCA_00031,230f3201_bb1e0c3454043ab1be081f2aefb813477b0a3b83f087655bae74af261058b1af.ar,0,0,1,0,4.85,0.01,0,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00031,230f3201_867f320ab5a77fe06bf3ea02d7c1a4056edf20e4d88601fe33940cb95878326d.ar,0,0.03451,1,0.03451,0.93,-0.01,0,0,0,1,1
Sixth Place Team - Finalist,KPRCA_00031,230f3201_095cceee8a09187ebe2db2730a1982caff88a1ed03b9b8e52dc9cfdff7f46469.ar,0,0,0,0.676839362,-1,0.81,-0.87,2,1,1,1
First Place Team - Finalist,KPRCA_00031,230f3201_cb4fc421c74b42bd2f3c74a5996abb21c316cb290bffad98e99c8d96fd705c89.ar,0.41,0.20288733,1,0.20288733,0.59,0.22,0.06,2,1,1,1
Tenth Place Team,KPRCA_00031,230f3201_a90d44a19a5181f3f243ad635986c2df1124d03392b349eb752d344547179aa3.ar,0,0,0,1,-1,0.03,-0.87,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00031,230f3201_bc5e7c837df098f019569fff89bb6749d64778c0ef3d65d0eda86ab9b034196f.ar,0,1,1,1,0,-0.01,0.02,0,0,1,1
Fourth Place Team - Finalist,KPRCA_00031,230f3201_779c0a044a0147492506a5acd692d309f08b1732b43685182e99268f76c13f57.ar,0,0,1,0,0.15,0.07,5.24,0,0,1,1
Ninth Place Team,KPRCA_00031,230f3201_fef4045d161f9f79f72e24fd35d5f92662356973165651f99912108ee03d78d4.ar,0,0,0,1,-1,-0.67,-0.85,2,1,1,1
Third Place Team - Finalist,KPRCA_00032,4ce3b901_1d24126813d6d6b1fa58aa5327e72dda9c02b1a5d074da16acbb47db99c99cf3.ar,0,0,1,0,2.87,0.11,0.09,2,1,1,1
Second Place Team - Finalist,KPRCA_00032,4ce3b901_4fd008f341b2378274e7e5dee3eb4be9a0f1374c0d79de03f7b10ca351de4b45.ar,0,0,0.992071397,0,1.13,0.01,-0.06,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00032,4ce3b901_b7a872d412ba74899ab5058ebd77f22128449e1f5ee451afc17cf091c79785c6.ar,0,1,1,1,0.03,0,0,0,0,1,1
Sixth Place Team - Finalist,KPRCA_00032,4ce3b901_23d2b8f6310a11396d406c2ebba3ce33a79197e4ba3c15bad90132937419c10d.ar,0,0,0,0.624295077,-1,0.9,-0.55,2,1,1,1
First Place Team - Finalist,KPRCA_00032,4ce3b901_bd4e60290e216de57df456d37340e8079e8ebeba8ea2ae9414fe3ec0a8914651.ar,0,0,1,0,1.58,0.21,0.06,2,1,1,1
Tenth Place Team,KPRCA_00032,4ce3b901_4e31212474af140f42b2cbcee106dc523aa5b3c562be94a20191efe7a97b6707.ar,0,0.996025837,0.996025837,1,0.02,0,0,0,0,1,1
Seventh Place Team - Finalist,KPRCA_00032,4ce3b901_f822ef425b5f11777e3dd07ea9ae9999951959fc131433f988b76dc924e8d6a5.ar,0,0.000758964,0.000758964,1,-0.66,0,-0.15,0,0,1,1
Fourth Place Team - Finalist,KPRCA_00032,4ce3b901_db38e9b8b09939b177b8a363ee4786bd298412dfc07d33e5f71826a9d3127f83.ar,0,0,0.992071397,0,0.34,0.05,3.9,2,1,1,1
Ninth Place Team,KPRCA_00032,4ce3b901_248a2eaf4676304f71c1a09b17cdedbccee990a7463c3ce994633419035ef0da.ar,0,0,0,1,-0.73,-0.65,-0.59,0,0,1,1
Third Place Team - Finalist,KPRCA_00033,fb6dc401_92e97429ac4085931cb2dccdb38171615b13815b004fbd4bdd6d442d61c80cef.ar,0.43,0.10846,1,0.10846,0.21,0.09,0.78,2,1,1,2
Second Place Team - Finalist,KPRCA_00033,fb6dc401_81ab570db53a2c0410d8c0a2dec97fbeee9bddef6ea12781c5b3012fbb9fc3f8.ar,0,0,1,0,3.1,0.01,-0.04,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00033,fb6dc401_4dc097022e8cfafdabb42ac6b43940efbcd5c017952575695e862c5ec3393323.ar,0,1,1,1,0.05,0,0,0,0,0,2
Sixth Place Team - Finalist,KPRCA_00033,fb6dc401_75aa08583fd90be15b8344ac5d0c9240c14b439cb5d3e1f4dfce4fb3a1e5b2ac.ar,0,0.46650738,1,0.46650738,0.02,0.15,0.31,0,0,0,2
First Place Team - Finalist,KPRCA_00033,fb6dc401_e6f8c00b64d44413e14ce1f24a95ad1bda56c8f03d7c651541c57b9bd3e18128.ar,0,1,1,1,-0.03,0.04,0,0,0,1,2
Tenth Place Team,KPRCA_00033,fb6dc401_f8a2aac6ff4656742357cd18b2c21dd8c6851604fc2540470be4bfa755403592.ar,0,1,1,1,0.01,0.04,0.07,0,0,0,1
Eighth Place Team,KPRCA_00033,fb6dc401_8884b585a79af7c0b7cdff0dc026a5adbdee968f8d22beeb48a1e671f629e7d0.ar,0,1,1,1,0.01,0.04,0,0,0,0,2
Seventh Place Team - Finalist,KPRCA_00033,fb6dc401_69c10798287d3406177d18c778625296da60aba70f425e84de5e5b2f75a5d3e6.ar,0,0,0,1,-1,0,-0.26,2,1,1,2
Fourth Place Team - Finalist,KPRCA_00033,fb6dc401_0efb7b944e32f1ad70009fb2f0d93ae6918fa0c4ec9e556b75134bd950f4c82e.ar,0,0.46650738,1,0.46650738,0.06,0.03,0.31,0,0,0,1
Ninth Place Team,KPRCA_00033,fb6dc401_8e10a023729665dd29a33c1f74b05f747f243d738117a3947e81959d9cd20aef.ar,0,0.138649053,0.138649053,0.1873379,-0.93,-0.73,0.62,0,0,0,2
Third Place Team - Finalist,KPRCA_00034,bf957301_d22ecc98cb1ec2ea6c72c84afacea30bd8c739a68015dd3b4b7702cc8617c0e5.ar,0,0,0.073766467,0,-0.67,0.46,1.01,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00034,bf957301_bc3b4c2d7ec5822263e25f43c8c43e99543e7b7a5b8a8f88c518c3dd93977bc7.ar,0.33,0.186866314,0.186866314,0.422973598,0.34,0.01,-0.03,1.75,0.5,1,1
Sixth Place Team - Finalist,KPRCA_00034,bf957301_9ac83c54034b32fa2533757bd36f8d933a73535ab460910a306b857473bc15c2.ar,0,0,0,0.646994413,-1,0.86,-0.16,2,1,1,1
Tenth Place Team,KPRCA_00034,bf957301_32138a41b00a08f2f6d27611316e6bf414727b822872325f6638d9c415127188.ar,0,0,0,1,0,0.02,0.01,2,1,1,1
Seventh Place Team - Finalist,KPRCA_00034,bf957301_f99fc03476a362b88adb0b7515baf15375a96d82aea2234ee1700e7fbd00f06d.ar,0,0,0,1,-1,0,-0.08,2,1,1,1
Fourth Place Team - Finalist,KPRCA_00034,bf957301_bf33ccca6ce6febf06b8c09fc4b33a73eb5de99d78f4e4fd67685d74abfef7c1.ar,0,0.384401538,1,0.384401538,0.04,0.09,0.37,0,0,1,1
Third Place Team - Finalist,KPRCA_00035,f8271b01_ca81bfe9c6a2484b7c99330183657dcfb62c419e3297a5530b4e12ef6fc757de.ar,1.37,0.683013455,1,0.683013455,0.08,0.01,0.2,2,1,1,1
Second Place Team - Finalist,KPRCA_00035,f8271b01_22129300064abded64a636bc86d090f41bd037fa8ce63216d179093176ce9e66.ar,0.66,0.329385347,1,0.329385347,0.42,-0.06,-0.05,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00035,f8271b01_9340d69581b300cf577b2fa82c905e88262353be8403e2fd548aad29bb8aafb8.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00035,f8271b01_8194d481fb239454410d00425bbfb27078c223ffad95b451921fa77f9c12c952.ar,0,0.319590187,1,0.319590187,0.41,0.85,0.43,0,0,0,1
First Place Team - Finalist,KPRCA_00035,f8271b01_462815e416329d59b295ccaa1201a38cd461a17da0ae9a9d18c1816263012991.ar,4,1,1,1,-0.01,0.06,0.04,2,1,1,2
Tenth Place Team,KPRCA_00035,f8271b01_ef6a332eb1aeca503f77a1e975af5ec08a46d74494af493a8612a3470dfabbc0.ar,0,1,1,1,0,0.03,0.02,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00035,f8271b01_cf184b097fe85597ace7e25cd60d3e0849b3d371920238ee6cd2f0de16238403.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Fourth Place Team - Finalist,KPRCA_00035,f8271b01_38cf5e3e24a47c6ce98b423491581ac391b2644827d6ccc52e1631dcf55f4730.ar,1.92,0.960980344,1,0.960980344,0.11,0.03,0.06,2,1,1,1
Ninth Place Team,KPRCA_00035,f8271b01_d37f01b801d2724bd1f31e436f6403834da1b9b70f3832f8cc046a4308b0cf59.ar,0,0,1,0,2.92,-0.83,0.08,2,1,1,1
Third Place Team - Finalist,KPRCA_00036,cbb39c01_fd269ff9f9fde31d47fa34773ff676d819a73e0a4e55044bc2ef31020c4817a1.ar,0,0.708425211,1,0.708425211,0.19,0.02,0.18,0,0,0,2
Second Place Team - Finalist,KPRCA_00036,cbb39c01_7fb7926742787b15a22315970ca461b4658ec801c35e80d02d7110079740f244.ar,0,0,0,1,-0.99,0.02,-0.24,0,0,0,1
Fifth Place Team - Finalist,KPRCA_00036,cbb39c01_7a99e63fc6c6dda7eaee1ba1479c4857601e8c8ca73daf90ad9796abdacbfd60.ar,0,0,0,1,-1,0,-0.16,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00036,cbb39c01_7da4e1527590b3de90f795a17476927d7127dc640848d6a15b6d6a231e7252e6.ar,0.42,0.104775,0.104775,0.708425211,-0.77,0.18,0.19,2,1,1,2
First Place Team - Finalist,KPRCA_00036,cbb39c01_986ef2448b2a48c9c4d0c458f3833a27a1fa8b5e939c3c7c0013995d874219ab.ar,2.5,1,1,1,-0.01,0.04,0,1.25,0.5,0,2
Tenth Place Team,KPRCA_00036,cbb39c01_7f789bb8a4a61dd8e4c7a30f191ecd75f378169bf54f31e5a106ecda900ea2e5.ar,0,0.716278349,0.716278349,1,-0.01,0.03,0.04,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00036,cbb39c01_91ce62b7a88f82b1dc038930d663a6168e0f01e078cc8b043a5ffb59adfac2e5.ar,0.02,0.014478,0.014478,1,-0.96,0,-0.13,1.25,0.5,0,1
Fourth Place Team - Finalist,KPRCA_00036,cbb39c01_c60dd52edc84ad2fdd258184954ca384ccdaed5654eec89fc7589070f8e83464.ar,0,0.4096,1,0.4096,0.21,0.05,0.35,0,0,0,1
Ninth Place Team,KPRCA_00036,cbb39c01_bffd8f1629c57b025afa8b41b9687ccd2ebbefd0c68ca778bf3797b3d2850915.ar,0,0,0,1,-1,-0.66,-0.35,0,0,0,2
Third Place Team - Finalist,KPRCA_00037,5a70e301_b0b53930b0f06e103c8004e6ad6053c9b9e7f115453965361706f872b3631132.ar,1.24,0.310156442,1,0.310156442,0.44,0.05,0.2,2,1,1,2
Second Place Team - Finalist,KPRCA_00037,5a70e301_6d7ba86ab1ecc9d4014f217e1393caf72ff56511bb234c13e583921dc85c35b1.ar,1.65,0.822702475,1,0.822702475,0.15,-0.01,-0.07,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00037,5a70e301_5be1cf2517a511705cf474cc5a2b2557c6ecc2bfea7ef5eb9830b94492e030fb.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00037,5a70e301_f1d54a506bb0970cfee76e45fe6ff0f143ee7a01ef8ce49752b0a384d0e37af7.ar,0.03,0.012573,0.012573,0.396750808,-0.54,0.96,0.36,2,1,1,1
First Place Team - Finalist,KPRCA_00037,5a70e301_f6a612a30f30fd5625ad9a8fb034e2d5760f228c355f694efec7c0d2dbb2ea07.ar,4,1,1,1,-0.01,0.03,0,2,1,1,2
Tenth Place Team,KPRCA_00037,5a70e301_94f900057fc313cb76fc29da9dbaba5538d463977d66a471d218d629a665f927.ar,0,0,0,1,-0.58,-0.01,-0.29,2,1,1,2
Seventh Place Team - Finalist,KPRCA_00037,5a70e301_b35923e020e7ea43b76df17fb757592635f8cc56636bb6aa3d77f4c9d3d1837c.ar,1.93,0.482253086,1,0.482253086,0.3,0.03,0.13,2,1,1,2
Fourth Place Team - Finalist,KPRCA_00037,5a70e301_d9e0861f59d53a87041325b1d168eea9b7789e1ff0d085faba065d6d7976a8c5.ar,0,0,1,0,0.13,0.04,1.55,0,0,0,1
Ninth Place Team,KPRCA_00037,5a70e301_93b705afd5232757be67843add87d8da066e8f6a58927628e218a198c629825c.ar,0.05,0.012573,0.012573,0.822702475,-0.33,-0.59,0.15,2,1,1,2
Third Place Team - Finalist,KPRCA_00038,fcfc4101_6b3d2cee881156b223d2102644922c4c931beda730433a1376ff9040e714d265.ar,0,0,0.996017924,0,1.66,0.45,0.04,2,1,1,2
Second Place Team - Finalist,KPRCA_00038,fcfc4101_0e5a929b59da1ef4d4b136530ecfecbc2ce302347d1fc2cd1ef3da7e25717870.ar,0,0,0.996017924,0,1,0.1,0,2,1,1,2
Fifth Place Team - Finalist,KPRCA_00038,fcfc4101_e44d189f6b4d814e48a5122dccfbffd4bc8635a6ffdfdd63107ba75c0419a1d7.ar,0.23,0.08874,0.996017924,0.08874,0.82,0,-0.01,1.277777778,0.555555556,0,2
Sixth Place Team - Finalist,KPRCA_00038,fcfc4101_fdf017ffcaf248298627d82c99667ef56c833ba764a6b9c8ba3c34ca39625cca.ar,0,0,0,0.361111367,-1,1.56,-0.97,2,1,1,2
First Place Team - Finalist,KPRCA_00038,fcfc4101_1ddb7d2a9a6f8510f08b5376af6ecffaacc7b2d36c5ea18936e8e3c01bbfb946.ar,2.86,0.735029853,1,0.735029853,0.18,0.05,0,1.944444444,0.888888889,1,2
Tenth Place Team,KPRCA_00038,fcfc4101_9668c202597280e59e0a7281b88d023625694aa6b5a4eec506102c12a070f8c0.ar,0,0,0,1,-1,0.03,-0.98,0,0,0,1
Eighth Place Team,KPRCA_00038,fcfc4101_f97f7bc4023dda401a23882cc18298e5af9c48fa336818f8aa37c5abab97943b.ar,2.22,1,1,1,0.01,0.03,0,1.111111111,0.222222222,0,2
Seventh Place Team - Finalist,KPRCA_00038,fcfc4101_4f8d412e866624125dbdb18af7c84f92d851f53f42d69b07c9ed0de5532170c7.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Fourth Place Team - Finalist,KPRCA_00038,fcfc4101_1836fe08880f1eb0fff1dc4d8ee72c334b1c183ddac32b8dd910d2de4df64058.ar,0,0,0,0,-0.47,0.14,3.58,1.944444444,0.888888889,1,1
Ninth Place Team,KPRCA_00038,fcfc4101_8321d3e064328d623f2b9ae9bcee212648eb2fade75f6691b977e966d018e9c1.ar,0,0,0,1,-1,-0.24,-0.95,1.833333333,0.666666667,1,2
Third Place Team - Finalist,KPRCA_00039,4b974901_7d0d97a05ff0ba989f4d567bcd5ea4483128a2ca1c08ef003c9b26d1a1bca4c9.ar,0.32,0.15776,1,0.15776,0.68,0.1,0.64,2,1,1,1
Second Place Team - Finalist,KPRCA_00039,4b974901_9c57949443862d71622763b436c83094c9e82247254695fa8737140d0b5d438d.ar,0,0,1,0,1.3,0.01,0.05,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00039,4b974901_1bda60981bbd8b49aac95f12288cd914425b18827bf5e4209b36fa5d80db1fe1.ar,0,1,1,1,0,0,0.02,0,0,1,1
Sixth Place Team - Finalist,KPRCA_00039,4b974901_1a186205f0b437f558916d2c91df11c1bda1a3540384034c7a03b0d59b567bda.ar,0,0,0,0.689258109,-1,0.79,-0.24,2,1,1,1
First Place Team - Finalist,KPRCA_00039,4b974901_10d20216d76cbf569733b0d17fbe9dd7f3f7db9881ecc5184b24d1a16f22b6fb.ar,0,0,1,0,3.02,0.18,0.23,0,0,1,1
Tenth Place Team,KPRCA_00039,4b974901_d7102c629a5637f00fd20b752e505c64d48362da732579fcba8ae666aa82cf58.ar,0,1,1,1,0,0.04,0.05,0,0,1,1
Seventh Place Team - Finalist,KPRCA_00039,4b974901_1d41f968cbe36250a6edbf9187887a4ad7081a55b290852c5cfc35dc87f069f4.ar,0,0,0,1,-1,0,-0.39,2,1,1,1
Fourth Place Team - Finalist,KPRCA_00039,4b974901_126c675ecf033252ee0de0bb080cdfec4a1f8b904c8edfe50aa69c2bc298641f.ar,0,0,1,0,0.24,0.1,1.35,0,0,1,1
Ninth Place Team,KPRCA_00039,4b974901_d5eb1f4fb1f320241c62c9eb7f85d1cb201cb6c862fa9b02aa5e3627d139a5b4.ar,0,0,0,1,-1,-0.67,-0.18,0,0,0,1
Third Place Team - Finalist,KPRCA_00040,03c5fa01_cc739323a616a0b8b0fb64877b9e04257e5587a8f63ddc79dfd82ae26cc6cabb.ar,1.5,1,1,1,-0.27,-0.01,0,1.5,1,0,1
Second Place Team - Finalist,KPRCA_00040,03c5fa01_080a7eeb18767a34d1fa72732632dd9280178135be9c460faaf06632f0692ce2.ar,0,0,1,0,1.23,0,-0.01,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00040,03c5fa01_5c263fd490b9a180235ea4dc6f625afef1f02e9c99e41b90d8ed26f49d21b412.ar,0,1,1,1,0.02,-0.01,0,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00040,03c5fa01_f5bb18ca8d3c5a8147f7cdd94ba195da7a6d9f085172e60cab342d217f6d0c82.ar,0,0,0,1,-0.83,0.09,-0.87,0,0,0,1
First Place Team - Finalist,KPRCA_00040,03c5fa01_e8c6ceed8470bf1c6fe1d63774bce08d4178f004f5d6d1e7997b44b261dbb50a.ar,4,1,1,1,0,0,0,2,1,1,2
Tenth Place Team,KPRCA_00040,03c5fa01_bb50f32430f85f57707a594bf199a19c72e84a4dd76d9b52af50b25ab3ec859f.ar,0,1,1,1,0,0,0,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00040,03c5fa01_df401fc4bbc5a363c4bfa29be9613e924c6ff2957faf4453fa2937d29a710e11.ar,0,0.000381,0.000381,0.533650048,0.27,0,0,2,1,1,2
Fourth Place Team - Finalist,KPRCA_00040,03c5fa01_ab9c8cb7c60cccff3061929eebcc5fa6c08080fd31dc36cb2cef006ad9f5cd02.ar,0,0,1,0,1.12,0,4.5,1.5,1,0,1
Ninth Place Team,KPRCA_00040,03c5fa01_6e98ae3d9f38ddc8bd05a0093e0fcf3204a5d06d55f35319bbab6f2bd653b076.ar,0,0,1,0,2.69,-0.05,0,2,1,1,2
Third Place Team - Finalist,KPRCA_00041,17811a01_e86e92432189ff671d5d2bca322e774e2793861dceaa0bfb4b7dfade0cc836fe.ar,1.42,0.708425211,1,0.708425211,-0.45,0.05,0.19,2,1,1,1
Second Place Team - Finalist,KPRCA_00041,17811a01_77aa76c61c275695e6871de1dd97a578283cacbbe86f5fe5b6bc9f99dc91f53f.ar,0.16,0.078486,0.078486,1,-0.99,-0.02,-0.49,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00041,17811a01_4a78b6c2a058bde94bb6bfc286138fb48a639224501d82652fffb5bff5184e0e.ar,0,1,1,1,0.04,0,0.01,0,0,1,1
Sixth Place Team - Finalist,KPRCA_00041,17811a01_5902f91e4567d84d9fa6ced670571a434c49b12666e103e6116c9c8e8d3f71be.ar,0.6,0.300177823,0.300177823,0.329385347,-0.37,0.7,0.42,2,1,1,1
First Place Team - Finalist,KPRCA_00041,17811a01_f1deb88288342e55482b8ae046cbb160e5a2560c17091ded5f24ccdcbbc68c19.ar,0.64,0.319590187,1,0.319590187,0.43,0.16,0.11,2,1,1,1
Tenth Place Team,KPRCA_00041,17811a01_8227e0068cbc8b6b7132c9a90bd5bc968abb0f4ad3d5edd6227fa1baa2484fd9.ar,0,1,1,1,-0.01,0.03,-0.02,0,0,1,1
Seventh Place Team - Finalist,KPRCA_00041,17811a01_d8a2f3b8e29f3ec5ae0f05de3a39928d162eccd95ce8074e301f62cff56d5e81.ar,0,0.960980344,1,0.960980344,-0.01,-0.01,0.11,0,0,1,1
Fourth Place Team - Finalist,KPRCA_00041,17811a01_95efee20ce688ed03bcdc0c60b86e0324489d1354b999fdc3baedf579837241a.ar,0.16,0.078486,0.078486,1,-0.99,0.1,-0.36,2,1,1,1
Ninth Place Team,KPRCA_00041,17811a01_daa0b192933b1d9db4a59506938d43915a05f09b6371da88f9f6b422fc7b50d7.ar,0,0,1,0,1.57,-0.56,0.23,2,1,1,1
Third Place Team - Finalist,KPRCA_00042,e9549701_6fb29961105adb271a0e1cdc48c4916dfa61526093500f032121436809f0355f.ar,0,0,1,0,1.1,0.06,0.47,2,1,1,1
Second Place Team - Finalist,KPRCA_00042,e9549701_00ac81dc45f1ca7897136c334e895ebfb50b28d3678cd32ea7ae6c3a235b658f.ar,0.55,0.275729767,1,0.275729767,0.48,-0.03,-0.12,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00042,e9549701_408de796f8510ec65d161278151bedcf3c70efd72dfd6cfe2b48e4f9571af566.ar,1.24,0.619875306,0.619875306,1,-0.11,0,0,2,1,1,1
Sixth Place Team - Finalist,KPRCA_00042,e9549701_ac4b593654115cb5d038aa087131e14b046bfaf318993ed58f5325acfb8fe02b.ar,0,0,0.117348,0,-0.94,1.19,1.39,2,1,1,1
First Place Team - Finalist,KPRCA_00042,e9549701_8aeedeb3893506a56ca877ec2acb27eaf4efa431fe8917ef93ee92569c6379f8.ar,1.03,0.515788875,1,0.515788875,0.04,0.13,0.28,2,1,1,1
Tenth Place Team,KPRCA_00042,e9549701_2503b2695bc28c32f429238ae8ad04f813180d95f34bb7e096fb9e69c0aabc66.ar,0,1,1,1,0.01,0.03,0.04,0,0,1,1
Seventh Place Team - Finalist,KPRCA_00042,e9549701_1cec848e37361e30f0a61b3d9f744aad60bc7cfd00c95e25b515b38fa634dbc7.ar,1.03,0.515788875,1,0.515788875,0.01,0,0.28,2,1,1,1
Fourth Place Team - Finalist,KPRCA_00042,e9549701_4c8590fa9d472cdb0797bc7b72d282f87526460be7e6be6690663ce96b83e2f9.ar,0,0.260308205,1,0.260308205,0.08,0.06,0.5,0,0,1,1
Ninth Place Team,KPRCA_00042,e9549701_f0d3adfb5070519c1c5d5b9aee07d942ecfc535039f29b8aecea5c872181c472.ar,0,0,1,0,1.16,-0.55,0.56,2,1,1,1
Third Place Team - Finalist,KPRCA_00043,f2379201_49610169946d3c65ed61564b683f5efa88acf00053b6d8c4f369e693afc32ab0.ar,0.75,0.1873379,1,0.1873379,-0.14,0.02,0.62,2,1,1,2
Second Place Team - Finalist,KPRCA_00043,f2379201_06e4d280b0d810df299434221ca9614a795e6c995d50b80ceb4e3c9a346dce79.ar,2.37,0.592080277,1,0.592080277,0.24,-0.03,0,2,1,1,2
Eleventh Place Team,KPRCA_00043,f2379201_b762f74bfe89fe490781403831ea8adaae3faa4771a4cfb1f1cf6bb4393907ad.ar,0.48,0.241836527,0.241836527,1,-0.64,-0.01,0,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00043,f2379201_eca360e9e303e46e90df8347198a810be1955c7cea74c54436ac0cf67b273973.ar,2.16,0.923845426,1,0.923845426,0.09,0,0.12,1.166666667,0.333333333,0,2
Sixth Place Team - Finalist,KPRCA_00043,f2379201_86d11e25391f27744bcd694a71c9cadc882b55346bafc2285a1d7735b93f4e05.ar,0,0,0,0.571753246,-0.98,0.88,0.25,0,0,0,2
First Place Team - Finalist,KPRCA_00043,f2379201_7135df32063e426f7f0a92dbd796e1fd82e83e6b4004ef1d25a37befe106fbf9.ar,3.7,0.923845426,1,0.923845426,-0.01,0.06,0.12,2,1,1,2
Tenth Place Team,KPRCA_00043,f2379201_f3fb2ab8c0f88538a1ed1bbf4ab91c0d5ef687ee978b272b63e089753bbfdac5.ar,1.08,1,1,1,-0.01,0.03,0.06,1.083333333,0.166666667,0,1
Eighth Place Team,KPRCA_00043,f2379201_b9c7f505c1e61bc70310b47f479cee66452c06ff09c2c47b7678e8d3943db778.ar,2.67,1,1,1,0.02,0.04,0,1.333333333,0.666666667,0,2
Seventh Place Team - Finalist,KPRCA_00043,f2379201_2ec3f2f9c6471ce8677d623a1e97fca7499e950f9a3cb6972987b5d88f3e1246.ar,0.31,0.103251,0.103251,0.635518078,-0.73,-0.01,0.22,1.5,1,0,2
Fourth Place Team - Finalist,KPRCA_00043,f2379201_c3798159fa4f4d87064c41f706a35a66452db1f35416ce89c35aaf203318e6b0.ar,0.93,0.46650738,1,0.46650738,0.07,0.03,0.31,2,1,1,1
Ninth Place Team,KPRCA_00043,f2379201_c9853495438195d7ad0f4906e75775195d20dbaeb8c9a7fe99ed9b0896c6f6a1.ar,0,0,1,0,1.91,-0.62,0.72,2,1,1,2
Third Place Team - Finalist,KPRCA_00044,3077fe01_b41b546746a6c91be0a792fd2f521dc764dba73cfa5ff03cf93b1f1c7932005d.ar,0,0,0,1,-1,0.06,-0.94,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00044,3077fe01_65adf6346e3161bda61ae5df2acd301e1d431b4fc987ebfc00302d7cfd74392a.ar,0,1,1,1,-0.01,0,0,0,0,1,1
Sixth Place Team - Finalist,KPRCA_00044,3077fe01_b424356a75b50761e96ee7fcd625c0848405534e0d8119ea73a252758b721d04.ar,0,0.996017924,0.996017924,1,-0.01,0.09,0.04,0,0,1,1
First Place Team - Finalist,KPRCA_00044,3077fe01_81d973e90e1699e9ee7a3f8abd18ae4530bc0a3d63e4486eeb9b93d1e4bb94ac.ar,0,0,0,1,-1,0.08,-0.95,2,1,1,1
